rpm,speed,throttle_pos,engine_load,map_kpa,iat,coolant_temp,o2_voltage,fuel_trim,ltft,voltage,gear,clutch,side_stand,front_wheel_speed,rear_wheel_speed,target_label,rul_hours,failure_probability
2447.7,29.7,9.2,51.2,53.3,30.5,92.4,0.342,2.06,0.77,14.19,2,0,0,29.7,29.4,0,920.7,0.0345
2269.2,26.8,6.3,56.5,55.6,40.7,123.4,0.684,8.52,4.79,13.35,2,0,0,26.8,26.9,1,9.7,0.7567
1017.6,0.0,1.9,34.2,57.3,27.3,96.2,0.111,18.0,16.65,13.95,0,0,0,0.0,0.0,2,67.4,0.854
2335.3,41.7,9.4,39.8,60.2,39.1,98.9,0.134,25.59,13.29,14.04,3,0,0,41.7,41.1,2,117.2,0.708
3428.4,70.1,14.4,61.2,96.5,31.9,98.4,0.153,22.9,14.83,14.01,4,0,0,70.1,69.6,2,93.5,0.7284
2865.1,34.7,10.0,47.5,50.2,44.5,111.2,0.743,4.55,4.07,13.82,2,0,0,34.7,34.9,1,51.3,0.8055
2867.0,57.2,14.6,67.4,63.7,35.1,87.0,0.297,0.14,0.59,14.19,4,0,0,57.2,57.2,0,1148.7,0.0257
2374.5,18.9,21.6,52.0,52.7,33.8,91.2,0.299,1.08,1.89,14.27,1,0,0,18.9,18.5,0,774.1,0.0599
3688.9,81.0,21.4,62.3,79.7,31.0,87.1,0.097,18.07,13.51,14.1,4,0,0,81.0,80.9,2,76.2,0.767
2713.1,22.5,13.8,36.8,39.3,50.8,128.5,0.853,9.19,4.69,13.73,1,0,0,22.5,22.1,1,65.9,0.9422
4265.3,51.0,79.3,73.1,76.5,29.7,91.0,0.784,-2.35,3.67,14.33,2,0,0,51.0,51.1,0,1263.8,0.0325
2891.8,75.7,17.1,54.6,55.3,33.0,87.2,0.267,4.63,0.99,14.31,5,0,0,75.7,75.1,0,1353.7,0.0741
1046.7,0.0,2.4,33.1,32.0,44.8,119.8,0.775,6.74,4.74,13.61,0,0,0,0.0,0.0,1,32.0,0.7663
2723.6,46.6,15.1,52.2,49.7,29.0,94.5,0.834,1.05,0.93,14.24,3,0,0,46.6,45.8,0,999.3,0.0228
3335.6,69.0,23.0,63.5,63.6,31.6,78.0,0.807,1.93,1.59,14.09,4,0,0,69.0,69.8,0,1223.0,0.0407
1051.3,0.0,2.2,33.1,33.5,34.3,88.3,0.71,-0.37,0.77,14.02,0,0,1,0.0,0.0,0,1410.6,0.0667
1073.8,0.0,1.9,35.2,34.0,43.9,120.5,0.755,11.52,4.76,13.94,0,0,1,0.0,0.0,1,59.7,0.9102
3384.0,73.1,26.2,64.9,60.1,38.9,120.3,0.885,5.47,4.67,13.83,4,0,0,73.1,74.1,1,8.8,0.7614
2652.9,34.8,9.0,45.8,47.0,31.1,84.1,0.864,2.88,1.63,14.16,2,0,0,34.8,34.2,0,1121.4,0.0749
1048.0,0.0,1.8,31.8,32.7,43.9,116.2,0.759,10.57,4.54,14.13,0,0,0,0.0,0.0,1,48.9,0.7739
3555.6,93.0,34.4,70.3,72.0,34.8,90.7,0.349,3.28,1.55,14.08,5,0,0,93.0,93.5,0,1064.1,0.0343
2275.5,28.0,18.9,40.3,40.6,27.3,92.3,0.781,1.44,1.32,14.14,2,0,0,28.0,27.6,0,997.3,0.0237
3301.9,84.1,30.2,65.8,65.0,47.6,118.6,0.753,1.53,3.67,13.86,5,0,0,84.1,82.5,1,12.9,0.8173
3464.7,90.4,18.6,59.3,56.6,44.5,113.2,0.837,5.89,1.57,13.75,5,0,0,90.4,89.9,1,39.4,0.9325
2203.8,35.6,18.1,45.9,71.5,38.2,96.4,0.191,19.37,16.85,13.9,3,0,0,35.6,35.5,2,69.6,0.7439
3376.2,89.5,25.0,67.6,69.7,39.0,118.6,0.696,6.57,5.15,13.52,5,0,0,89.5,88.9,1,27.1,0.82
3606.0,77.7,16.7,70.8,71.9,34.6,82.7,0.812,6.73,1.39,14.2,4,0,0,77.7,76.7,0,1181.1,0.0343
3196.6,68.8,23.0,70.2,68.8,31.8,85.2,0.202,-1.06,1.32,14.12,4,0,0,68.8,68.7,0,1085.6,0.013
4518.3,53.2,66.6,87.7,89.2,31.4,97.9,0.311,1.27,1.33,13.99,2,0,0,53.2,53.2,0,1471.4,0.0505
2659.0,46.5,9.5,47.9,46.2,27.2,87.4,0.847,0.13,1.17,14.13,3,0,0,46.5,47.0,0,795.9,0.0715
1090.1,0.0,2.0,36.6,38.1,30.1,89.9,0.837,2.08,2.0,14.16,0,0,0,0.0,0.0,0,1094.0,0.0548
2551.2,59.4,14.5,57.0,60.6,31.3,85.4,0.285,-4.12,0.93,10.45,4,0,0,59.4,59.7,3,39.9,0.8397
3494.6,73.4,25.7,59.9,60.1,28.4,84.0,0.188,3.44,2.08,14.16,4,0,0,73.4,74.4,0,1463.4,0.036
1233.2,0.0,2.0,31.3,60.2,29.8,103.3,0.132,24.04,14.03,13.64,0,0,0,0.0,0.0,2,25.6,0.7603
1968.9,22.4,8.1,45.2,44.7,44.8,109.6,0.78,5.63,4.3,14.07,2,0,0,22.4,22.8,1,70.4,0.9438
2550.9,20.8,7.0,45.1,66.5,29.0,95.6,0.119,18.92,12.06,13.97,1,0,0,20.8,20.5,2,119.1,0.7159
3742.0,98.8,26.8,69.3,69.4,30.9,87.1,0.772,1.49,1.99,13.97,5,0,0,98.8,98.4,0,1129.8,0.0761
4441.6,91.1,69.7,86.0,82.9,35.1,86.9,0.257,0.33,3.6,14.35,4,0,0,91.1,90.0,0,1203.7,0.0572
1696.3,28.7,21.4,45.5,44.5,36.2,91.4,0.728,2.29,-1.51,14.12,3,0,0,28.7,28.7,0,1302.6,0.0253
2882.8,77.8,31.3,61.5,61.5,37.4,89.4,0.25,1.52,3.07,14.08,5,0,0,77.8,78.6,0,1047.7,0.0392
2641.5,21.5,15.3,40.6,43.9,38.8,123.7,0.699,9.79,5.01,14.08,1,0,0,21.5,21.6,1,41.8,0.884
2762.6,33.3,8.0,54.1,54.6,37.0,84.5,0.763,1.46,0.45,14.11,2,0,0,33.3,33.7,0,1407.0,0.024
2053.6,16.0,21.1,53.5,54.3,30.3,90.3,0.193,0.82,0.79,14.16,1,0,0,16.0,16.0,0,828.1,0.0105
1071.8,0.0,2.1,36.1,35.5,38.1,107.7,0.68,3.57,5.83,13.73,0,0,0,0.0,0.0,1,57.3,0.8431
4351.6,69.1,63.0,82.8,83.1,39.1,84.4,0.192,1.52,3.82,14.16,3,0,0,69.1,69.7,0,1430.1,0.0683
5557.4,118.9,72.6,74.3,77.7,30.5,81.9,0.537,0.85,0.68,11.06,4,0,0,118.9,120.4,3,17.6,0.8252
991.4,0.0,2.5,36.2,36.2,34.9,83.3,0.621,1.8,2.05,10.81,0,0,0,0.0,0.0,3,35.0,0.9385
2043.3,36.4,11.8,40.7,45.5,37.3,96.0,0.358,2.4,0.89,10.75,3,0,0,36.4,36.5,3,40.4,0.9065
1963.4,31.9,15.1,48.7,49.3,31.4,89.3,0.829,1.63,2.14,14.17,3,0,0,31.9,31.5,0,862.5,0.0147
2441.8,41.2,19.6,57.3,59.3,41.7,90.7,0.7,1.01,1.56,14.14,3,0,0,41.2,40.7,0,917.1,0.0552
3333.4,87.4,33.0,58.7,57.5,39.7,84.1,0.531,0.89,0.46,10.48,5,0,0,87.4,85.9,3,29.8,0.9025
1048.7,0.0,2.4,35.0,32.8,37.5,81.4,0.831,2.61,1.06,14.02,0,0,0,0.0,0.0,0,1445.4,0.0466
1090.4,0.0,2.1,30.8,31.5,31.2,85.5,0.371,1.54,0.17,10.88,0,0,0,0.0,0.0,3,22.7,0.876
2217.6,28.2,16.7,48.2,47.8,31.7,92.2,0.572,-2.38,1.62,10.35,2,0,0,28.2,27.9,3,41.0,0.8016
1449.6,0.0,2.2,32.9,59.3,37.6,91.6,0.179,16.59,13.02,13.72,0,0,0,0.0,0.0,2,118.5,0.896
1069.8,0.0,2.3,31.3,32.6,35.4,90.1,0.199,3.28,2.13,14.19,0,0,1,0.0,0.0,0,998.8,0.062
2854.6,33.0,21.5,43.5,41.1,33.3,87.8,0.854,0.2,0.97,14.31,2,0,0,33.0,33.3,0,835.4,0.0176
2677.3,19.4,14.4,47.6,75.7,30.7,94.0,0.082,20.85,8.58,13.96,1,0,0,19.4,19.2,2,27.3,0.7267
4578.3,60.5,64.4,76.7,79.3,31.1,87.0,0.839,-1.99,1.26,14.03,2,0,0,60.5,61.4,0,1447.4,0.0304
3119.5,67.3,20.1,61.0,58.9,30.5,89.4,0.334,1.68,1.89,14.15,4,0,0,67.3,66.5,0,1363.9,0.0725
1071.0,0.0,2.1,33.2,36.9,34.4,82.1,0.732,5.68,1.91,14.01,0,0,0,0.0,0.0,0,821.5,0.0329
3034.4,80.2,33.7,66.8,62.5,31.2,87.0,0.237,-0.76,0.73,10.97,5,0,0,80.2,81.6,3,20.8,0.8752
1064.0,0.0,1.9,36.1,37.2,48.0,111.6,0.785,4.08,2.07,13.89,0,0,0,0.0,0.0,1,34.9,0.8353
2644.4,31.1,20.3,45.6,45.3,30.8,87.7,0.807,2.26,1.09,14.26,2,0,0,31.1,31.2,0,1223.1,0.0153
1041.6,0.0,2.0,38.2,35.2,38.5,85.4,0.714,2.32,3.13,14.11,0,0,0,0.0,0.0,0,968.6,0.0547
2923.4,59.8,23.1,59.7,60.1,42.0,115.7,0.763,7.67,4.31,13.9,4,0,0,59.8,61.0,1,17.2,0.8811
1056.0,0.0,2.2,41.4,39.8,32.8,92.5,0.307,2.81,0.26,10.38,0,0,0,0.0,0.0,3,23.4,0.9502
2811.1,34.1,12.8,55.4,54.6,37.4,91.0,0.687,2.07,1.93,14.25,2,0,0,34.1,33.8,0,819.7,0.0678
2800.0,48.5,14.5,53.1,52.7,36.6,87.3,0.737,3.06,0.78,14.05,3,0,0,48.5,47.5,0,739.9,0.0489
2093.9,16.8,12.4,48.3,70.1,27.9,94.9,0.119,16.8,15.29,13.66,1,0,0,16.8,17.0,2,74.3,0.9084
3367.0,94.1,28.6,62.7,63.2,37.9,112.6,0.842,6.05,4.28,13.95,5,0,0,94.1,95.2,1,33.3,0.9382
2089.2,34.6,18.7,50.4,49.7,42.2,126.7,0.747,6.67,4.97,13.82,3,0,0,34.6,34.1,1,14.0,0.813
1036.6,0.0,2.2,35.1,31.5,38.9,117.8,0.765,9.15,5.65,13.73,0,0,1,0.0,0.0,1,49.6,0.8223
1073.5,0.0,2.1,35.2,34.5,28.9,82.2,0.701,2.43,1.76,14.03,0,0,0,0.0,0.0,0,769.2,0.014
2242.9,15.9,21.8,54.2,54.0,34.3,90.3,0.697,3.18,2.75,14.5,1,0,0,15.9,15.7,0,1065.1,0.0244
4189.5,57.4,71.4,80.3,98.0,29.6,99.9,0.086,23.05,15.64,13.74,2,0,0,57.4,57.2,2,96.7,0.9035
3735.1,85.1,18.3,58.7,81.2,34.4,94.9,0.184,18.53,14.31,13.83,5,0,0,85.1,85.0,2,116.0,0.677
3190.0,34.9,68.5,80.7,98.0,25.9,94.6,0.094,15.91,13.59,14.1,2,0,0,34.9,34.3,2,66.2,0.8671
3509.5,74.7,27.4,60.9,59.0,28.1,90.8,0.428,1.06,1.58,9.53,4,0,0,74.7,76.0,3,25.8,0.852
2875.6,71.0,29.1,67.7,67.7,31.6,83.1,0.807,1.71,1.17,14.22,5,0,0,71.0,70.8,0,1302.0,0.0422
4208.3,88.8,76.9,75.5,77.0,36.8,90.7,0.759,0.42,2.18,14.12,4,0,0,88.8,89.6,0,933.6,0.0518
4008.5,109.6,17.0,59.8,82.2,30.1,95.5,0.18,26.99,11.85,13.74,5,0,0,109.6,110.1,2,118.6,0.7753
2746.6,31.0,14.8,45.7,43.8,35.1,124.8,0.775,11.13,3.67,13.86,2,0,0,31.0,31.5,1,54.7,0.7375
1048.4,0.0,1.8,37.7,35.1,39.4,116.4,0.827,6.83,4.24,13.94,0,0,0,0.0,0.0,1,23.6,0.9314
2175.9,15.5,12.5,42.1,69.5,38.2,84.6,0.163,17.68,14.16,14.03,1,0,0,15.5,15.6,2,38.0,0.7958
3157.2,86.3,18.7,66.7,95.1,34.1,98.4,0.183,17.39,18.08,14.19,5,0,0,86.3,87.0,2,108.4,0.83
3566.4,94.3,15.8,57.2,58.7,39.8,87.0,0.267,2.33,0.29,14.02,5,0,0,94.3,94.1,0,1013.6,0.0552
2963.6,36.4,21.3,45.8,46.8,30.8,86.5,0.706,1.05,2.2,14.11,2,0,0,36.4,35.9,0,1195.3,0.0675
3500.9,75.6,27.9,51.7,53.4,36.2,93.2,0.242,1.43,1.86,14.19,4,0,0,75.6,75.0,0,766.9,0.0291
1668.0,13.4,17.7,44.8,45.4,35.1,91.1,0.858,2.02,2.06,14.15,1,0,0,13.4,13.3,0,1070.1,0.0523
2164.1,23.8,12.6,38.3,37.3,30.8,87.4,0.196,0.05,-0.15,14.0,2,0,0,23.8,23.8,0,728.1,0.0556
4137.6,47.3,40.4,80.9,82.0,31.3,85.3,0.782,2.78,0.64,14.31,2,0,0,47.3,47.2,0,1149.7,0.0515
1090.0,0.0,2.2,30.9,31.5,35.4,89.5,0.691,-0.37,0.57,14.05,0,0,1,0.0,0.0,0,863.5,0.0272
3837.7,101.5,19.5,63.5,62.8,35.8,88.8,0.206,1.41,1.47,14.15,5,0,0,101.5,100.0,0,1095.0,0.02
4835.4,55.3,65.5,90.7,88.2,30.0,86.8,0.685,0.91,1.16,14.11,2,0,0,55.3,54.4,0,1317.6,0.0764
3155.3,83.1,24.2,62.6,59.7,30.1,88.9,0.814,-0.61,1.9,14.04,5,0,0,83.1,83.4,0,1180.0,0.0266
1068.8,0.0,2.0,33.9,33.6,30.5,84.4,0.728,1.19,2.28,13.89,0,0,0,0.0,0.0,0,1484.0,0.0324
2439.6,29.4,21.4,51.8,80.1,33.7,95.6,0.196,20.35,13.03,13.92,2,0,0,29.4,29.2,2,26.1,0.791
1826.6,24.8,21.8,49.1,49.3,26.0,87.5,0.821,0.35,1.52,14.32,2,0,0,24.8,25.3,0,904.6,0.0273
2856.1,73.3,34.4,58.6,61.0,28.8,88.8,0.304,3.11,0.64,14.17,5,0,0,73.3,74.3,0,1199.8,0.063
2322.8,38.1,13.0,47.5,47.7,37.8,86.3,0.344,2.12,1.42,14.13,3,0,0,38.1,38.2,0,1405.7,0.0346
2004.6,15.7,8.3,50.6,73.5,35.6,93.4,0.099,19.93,16.17,14.27,1,0,0,15.7,15.7,2,48.8,0.6911
2857.2,21.9,16.6,50.5,49.1,33.1,91.2,0.291,2.61,2.93,14.13,1,0,0,21.9,22.2,0,937.7,0.0264
1053.2,0.0,2.2,29.6,28.1,43.7,114.9,0.877,7.9,4.11,13.32,0,0,1,0.0,0.0,1,50.9,0.9467
1026.0,0.0,2.3,35.5,33.9,31.5,85.2,0.231,1.87,1.83,14.02,0,0,0,0.0,0.0,0,745.0,0.0403
2655.0,33.8,8.6,39.7,40.4,32.6,81.5,0.845,2.34,0.81,14.06,2,0,0,33.8,33.9,0,1160.3,0.0416
1040.0,0.0,2.3,34.9,35.5,27.1,88.0,0.691,4.79,2.95,14.08,0,0,0,0.0,0.0,0,1167.0,0.0709
3017.4,21.0,9.7,46.2,49.4,27.2,89.0,0.705,1.96,1.12,14.19,1,0,0,21.0,21.0,0,987.7,0.0327
4887.7,59.8,80.6,79.6,76.1,36.4,124.4,0.7,6.64,2.09,14.02,2,0,0,59.8,59.5,1,44.4,0.8257
2210.3,29.1,7.6,46.1,48.6,45.3,118.0,0.82,7.74,4.66,13.63,2,0,0,29.1,29.2,1,57.2,0.9427
1054.1,0.0,1.9,32.2,30.3,34.9,85.0,0.29,0.68,2.57,10.42,0,0,0,0.0,0.0,3,4.7,0.8609
3336.3,75.4,20.8,63.5,63.4,36.9,94.3,0.28,0.04,0.24,14.02,4,0,0,75.4,75.2,0,790.3,0.0578
3287.3,70.0,14.9,50.9,52.1,36.6,84.9,0.256,1.77,1.56,14.19,4,0,0,70.0,70.7,0,849.5,0.0546
1601.0,27.3,11.5,53.2,80.0,38.3,95.2,0.062,12.03,11.95,13.95,3,0,0,27.3,27.4,2,118.3,0.6657
3747.9,98.5,19.5,59.9,60.3,31.8,83.6,0.309,2.98,0.98,14.14,5,0,0,98.5,98.0,0,1456.1,0.0244
1053.5,0.0,2.1,31.6,33.7,27.5,90.3,0.289,2.06,0.23,14.08,0,0,0,0.0,0.0,0,901.1,0.0317
2442.2,41.2,6.7,31.9,32.5,28.6,92.8,0.221,3.34,1.4,14.22,3,0,0,41.2,40.8,0,821.3,0.0272
2173.2,26.1,16.4,58.2,56.9,32.7,85.4,0.693,1.56,1.27,14.2,2,0,0,26.1,26.3,0,1177.6,0.0304
3071.7,84.0,28.8,53.8,56.7,35.8,85.1,0.247,1.96,0.35,11.1,5,0,0,84.0,84.9,3,10.5,0.8041
3687.7,64.4,73.9,85.0,98.0,27.6,93.9,0.086,16.82,15.06,14.1,3,0,0,64.4,65.2,2,48.5,0.7521
1030.0,0.0,2.2,25.5,29.5,36.8,110.3,0.897,7.53,4.63,13.78,0,0,0,0.0,0.0,1,29.2,0.7433
1066.2,0.0,2.0,30.6,33.1,29.9,90.8,0.24,0.81,0.45,14.06,0,0,0,0.0,0.0,0,1160.6,0.025
1774.9,12.1,15.3,44.2,46.1,31.8,89.7,0.337,1.66,3.67,14.29,1,0,0,12.1,12.0,0,1300.1,0.0542
3029.4,35.9,15.8,46.3,42.1,30.7,90.2,0.691,2.18,1.51,14.03,2,0,0,35.9,36.5,0,804.0,0.0586
1015.1,0.0,2.4,35.1,34.1,35.8,84.3,0.711,1.09,1.05,14.2,0,0,0,0.0,0.0,0,1134.4,0.0567
3252.3,71.7,19.7,60.4,61.4,31.5,85.2,0.716,4.71,1.14,14.17,4,0,0,71.7,70.4,0,932.8,0.014
1013.7,0.0,2.2,31.4,32.5,36.9,115.6,0.738,9.98,2.13,13.95,0,0,0,0.0,0.0,1,22.3,0.8572
1978.6,15.9,11.6,45.5,43.7,43.0,117.9,0.74,3.71,3.67,14.12,1,0,0,15.9,16.1,1,17.6,0.915
5247.3,62.1,61.4,91.1,90.1,35.2,86.1,0.801,0.72,1.54,14.49,2,0,0,62.1,61.4,0,1152.2,0.0104
3537.0,90.9,18.8,64.7,64.2,26.7,88.6,0.355,3.05,-0.58,10.03,5,0,0,90.9,89.2,3,29.3,0.8649
4681.1,75.2,43.8,77.9,80.0,42.1,122.6,0.846,13.18,2.84,14.08,3,0,0,75.2,75.7,1,19.7,0.9078
1044.3,0.0,2.4,39.0,37.9,37.3,84.9,0.779,5.46,0.83,14.14,0,0,0,0.0,0.0,0,1441.4,0.0419
2356.6,20.5,16.0,50.9,50.8,40.4,123.2,0.73,9.01,4.36,13.54,1,0,0,20.5,20.2,1,20.3,0.9067
2886.4,47.9,9.2,47.2,46.6,36.3,85.6,0.221,-0.23,1.44,14.35,3,0,0,47.9,48.0,0,1419.5,0.0463
1053.3,0.0,2.2,34.4,36.0,29.1,89.3,0.334,3.1,-0.23,14.12,0,0,0,0.0,0.0,0,1470.9,0.038
2852.7,34.5,8.6,45.4,41.4,35.0,88.5,0.699,1.66,0.87,14.12,2,0,0,34.5,34.5,0,736.5,0.0732
3575.1,94.3,32.5,60.7,89.3,35.2,93.0,0.1,22.19,13.61,13.96,5,0,0,94.3,94.4,2,101.7,0.7057
1029.3,0.0,2.2,34.3,34.1,28.7,83.6,0.323,1.2,1.56,14.09,0,0,0,0.0,0.0,0,774.9,0.0242
1032.4,0.0,2.3,33.6,33.5,34.5,88.5,0.771,1.67,1.64,14.01,0,0,0,0.0,0.0,0,1056.8,0.0318
2124.7,27.3,19.0,44.6,42.2,33.0,88.2,0.767,3.56,0.89,14.18,2,0,0,27.3,27.6,0,1450.7,0.0791
2376.7,28.8,19.9,54.4,53.5,33.1,89.3,0.279,-0.46,2.47,14.22,2,0,0,28.8,28.4,0,1390.1,0.03
2310.2,28.2,21.5,45.4,75.8,32.2,82.2,0.173,17.04,14.59,13.77,2,0,0,28.2,28.1,2,93.4,0.8463
1045.5,0.0,2.4,32.0,33.8,43.8,113.5,0.712,7.06,2.5,13.96,0,0,0,0.0,0.0,1,42.5,0.895
2149.0,17.1,7.9,46.8,46.7,31.0,87.9,0.335,2.42,1.16,14.09,1,0,0,17.1,17.1,0,1258.5,0.0509
1023.5,0.0,2.2,35.2,35.0,30.8,86.0,0.264,0.32,1.04,14.05,0,0,0,0.0,0.0,0,779.6,0.0559
4289.7,109.8,15.5,56.6,57.1,30.2,85.3,0.812,2.38,-0.06,14.32,5,0,0,109.8,107.6,0,1172.8,0.0343
3197.7,82.3,31.2,66.2,66.6,29.8,88.0,0.752,2.44,2.67,14.28,5,0,0,82.3,81.7,0,1287.2,0.03
2412.9,65.1,20.8,61.7,59.8,33.5,86.5,0.701,3.71,1.45,14.19,5,0,0,65.1,65.8,0,1004.3,0.0229
3057.3,63.1,15.9,58.6,57.8,30.3,88.3,0.184,2.92,-0.76,14.1,4,0,0,63.1,62.4,0,1275.8,0.0154
2238.2,38.4,18.0,60.1,55.9,35.3,91.5,0.727,2.88,0.04,13.92,3,0,0,38.4,39.1,0,1049.8,0.0146
3271.6,85.9,28.0,63.2,62.1,45.4,117.4,0.775,2.93,6.61,13.77,5,0,0,85.9,84.3,1,50.3,0.7531
1496.9,17.8,6.6,46.3,42.9,34.4,118.2,0.65,6.28,3.09,13.92,2,0,0,17.8,17.6,1,22.9,0.9586
3471.8,72.7,20.9,67.4,67.7,36.0,83.7,0.69,1.01,1.63,14.19,4,0,0,72.7,74.1,0,1276.8,0.059
3048.1,79.4,18.9,57.8,64.0,35.2,89.4,0.846,0.83,2.39,14.09,5,0,0,79.4,78.3,0,1472.0,0.0539
3011.5,36.0,18.4,35.5,34.7,39.7,124.4,0.743,4.99,5.76,14.04,2,0,0,36.0,36.2,1,40.1,0.7673
1986.5,22.3,13.6,43.8,44.3,28.7,84.7,0.287,1.03,1.14,14.36,2,0,0,22.3,22.6,0,1074.5,0.0618
1278.4,0.0,2.3,31.4,52.9,38.9,98.9,0.139,22.31,14.14,14.01,0,0,0,0.0,0.0,2,72.6,0.6746
3884.6,101.2,18.5,62.1,66.0,41.8,117.8,0.652,13.71,4.16,13.97,5,0,0,101.2,101.6,1,72.7,0.7634
2695.4,31.5,18.5,54.4,51.6,32.6,85.8,0.252,3.91,1.85,13.94,2,0,0,31.5,31.6,0,1169.4,0.069
1033.3,0.0,2.5,38.1,36.4,31.2,85.2,0.772,1.0,1.42,13.91,0,0,0,0.0,0.0,0,1275.0,0.0483
2555.1,32.5,20.0,45.3,46.1,46.0,123.8,0.65,8.65,3.38,13.98,2,0,0,32.5,32.5,1,47.9,0.9065
3703.1,96.7,26.8,61.1,60.9,31.5,92.9,0.226,1.83,0.14,14.19,5,0,0,96.7,97.5,0,852.3,0.0344
1028.9,0.0,2.0,39.6,37.8,30.5,88.1,0.264,4.28,0.76,13.89,0,0,0,0.0,0.0,0,1324.8,0.0604
2772.7,24.6,18.9,39.1,39.1,28.2,87.0,0.683,2.1,0.63,10.07,1,0,0,24.6,24.1,3,12.4,0.8617
2390.9,40.7,11.7,49.3,51.2,35.8,85.3,0.286,2.87,-0.26,14.15,3,0,0,40.7,40.4,0,851.9,0.0605
1035.8,0.0,2.1,31.3,33.5,34.0,87.2,0.272,-0.26,1.47,14.08,0,0,0,0.0,0.0,0,1237.4,0.0304
1449.0,12.4,9.7,51.4,46.9,38.2,119.0,0.894,6.1,2.94,13.81,1,0,0,12.4,12.6,1,17.9,0.7263
4152.3,85.5,67.0,71.0,66.9,30.3,88.2,0.219,2.91,2.01,14.19,4,0,0,85.5,85.3,0,1324.7,0.058
3738.4,95.6,33.7,61.9,66.4,29.5,88.1,0.235,0.53,2.67,14.3,5,0,0,95.6,95.2,0,960.5,0.0433
1070.5,0.0,2.3,35.1,33.3,30.5,87.6,0.634,-0.6,1.66,10.41,0,0,0,0.0,0.0,3,25.6,0.9616
1052.8,0.0,2.1,31.2,29.7,36.3,85.9,0.864,0.6,0.76,14.17,0,0,0,0.0,0.0,0,1122.4,0.0437
3648.0,56.9,51.8,82.3,86.5,30.0,91.7,0.548,-0.68,1.07,10.44,3,0,0,56.9,57.4,3,36.5,0.8361
3004.6,67.5,27.3,66.2,62.3,38.5,86.8,0.323,0.86,1.36,10.15,4,0,0,67.5,67.4,3,27.9,0.8169
1034.6,0.0,2.1,26.6,31.3,34.7,87.4,0.187,1.37,1.48,14.06,0,0,0,0.0,0.0,0,1212.8,0.0532
3482.8,91.7,27.9,63.2,62.8,28.1,87.6,0.754,0.34,1.51,14.36,5,0,0,91.7,93.0,0,1286.2,0.0531
3792.4,98.8,26.5,65.5,64.8,28.6,89.2,0.709,2.59,0.82,14.07,5,0,0,98.8,98.5,0,1080.1,0.0395
2966.7,51.4,11.9,38.9,42.8,27.4,88.3,0.274,1.2,-0.83,13.98,3,0,0,51.4,51.3,0,1055.9,0.0218
998.1,0.0,2.1,34.0,33.1,34.4,84.9,0.689,0.79,0.73,14.02,0,0,0,0.0,0.0,0,978.1,0.0796
1056.1,0.0,2.3,25.6,26.6,39.8,116.1,0.655,4.79,7.28,13.96,0,0,1,0.0,0.0,1,55.7,0.891
1067.0,0.0,2.2,30.5,34.1,35.7,84.3,0.711,2.34,1.83,14.06,0,0,0,0.0,0.0,0,846.2,0.0186
2209.4,39.6,21.2,49.5,49.4,27.4,83.8,0.869,1.3,0.61,14.2,3,0,0,39.6,39.3,0,1392.0,0.0475
2452.7,28.5,9.9,51.8,82.7,30.6,94.8,0.131,19.88,13.55,13.88,2,0,0,28.5,28.4,2,79.9,0.6987
1978.6,23.2,13.2,40.4,40.5,37.3,91.2,0.225,2.48,1.17,14.13,2,0,0,23.2,23.7,0,916.1,0.048
2630.7,33.9,11.9,42.2,67.5,36.2,95.3,0.193,19.36,17.04,13.9,2,0,0,33.9,33.5,2,63.9,0.816
1921.8,25.1,14.5,52.7,52.6,33.1,88.4,0.851,2.63,2.14,14.21,2,0,0,25.1,25.3,0,1073.7,0.0374
1103.8,0.0,2.0,29.7,31.5,37.6,84.1,0.722,1.72,1.96,14.13,0,0,0,0.0,0.0,0,1426.5,0.067
2606.8,20.5,13.2,51.0,54.5,39.4,119.2,0.876,12.45,3.37,13.95,1,0,0,20.5,20.4,1,71.8,0.8077
3668.1,61.2,49.2,82.2,81.7,43.2,108.9,0.807,7.83,3.35,13.91,3,0,0,61.2,62.0,1,23.3,0.8324
850.0,0.0,2.1,34.7,64.3,39.0,96.1,0.136,21.87,14.68,14.26,0,0,0,0.0,0.0,2,87.5,0.7568
1015.8,0.0,1.9,37.2,35.7,39.4,113.6,0.672,5.1,3.16,14.07,0,0,0,0.0,0.0,1,49.3,0.7816
2924.7,39.3,20.3,50.0,68.0,39.1,95.4,0.186,15.87,10.69,13.81,2,0,0,39.3,39.6,2,23.6,0.7244
1050.9,0.0,1.8,36.1,35.0,33.0,83.0,0.203,0.14,1.08,14.06,0,0,0,0.0,0.0,0,1113.7,0.05
1882.0,33.2,20.1,57.3,54.9,37.7,94.7,0.761,-0.58,0.8,14.3,3,0,0,33.2,33.5,0,1220.1,0.0499
4236.9,47.3,54.3,62.2,94.1,31.2,92.7,0.118,17.17,12.09,14.03,2,0,0,47.3,46.5,2,95.2,0.6989
3487.0,69.8,24.4,59.0,86.9,27.1,99.7,0.191,16.28,15.74,13.83,4,0,0,69.8,69.8,2,81.0,0.8106
2513.8,41.0,11.4,45.4,47.5,26.5,94.0,0.212,0.81,4.4,10.79,3,0,0,41.0,41.8,3,14.4,0.859
1065.7,0.0,2.0,35.6,35.2,30.2,90.5,0.733,3.0,2.7,14.14,0,0,1,0.0,0.0,0,1347.7,0.0765
